device_trust,failed_attempts,request_frequency,network_anomaly,time_anomaly,previous_behavior,label,decision
12.58,7,83.78,85.51,100.0,8.64,HIGH_RISK,DENY
54.13,6,22.58,40.13,37.72,69.28,SUSPICIOUS,LIMITED
89.28,0,3.94,1.46,3.82,94.44,NORMAL,ALLOW
28.08,9,100.05,86.82,65.74,17.64,HIGH_RISK,DENY
21.99,7,75.54,75.93,57.82,14.07,HIGH_RISK,DENY
25.72,11,60.38,68.22,95.67,22.41,HIGH_RISK,DENY
21.96,13,96.35,74.21,70.68,23.96,HIGH_RISK,DENY
100.0,0,3.03,0.02,0.96,89.31,NORMAL,ALLOW
17.16,11,64.14,97.98,71.86,27.92,HIGH_RISK,DENY
93.22,0,9.32,4.43,0.03,88.72,NORMAL,ALLOW
13.21,11,88.84,73.75,100.0,17.8,HIGH_RISK,DENY
63.45,3,19.35,45.71,50.22,65.24,SUSPICIOUS,LIMITED
84.76,0,6.48,12.69,4.84,92.13,NORMAL,ALLOW
10.55,12,86.43,83.49,65.73,21.5,HIGH_RISK,DENY
11.89,6,62.26,73.9,91.79,24.16,HIGH_RISK,DENY
8.44,6,99.66,89.28,80.54,24.26,HIGH_RISK,DENY
61.67,5,14.38,32.65,23.57,51.31,SUSPICIOUS,LIMITED
92.75,2,4.83,2.04,4.02,95.34,NORMAL,ALLOW
66.66,6,25.4,47.81,44.78,59.46,SUSPICIOUS,LIMITED
6.91,9,87.69,90.96,77.86,27.72,HIGH_RISK,DENY
8.66,14,70.17,98.16,94.61,27.51,HIGH_RISK,DENY
15.72,6,68.93,89.4,81.34,11.59,HIGH_RISK,DENY
96.33,0,3.92,9.15,0.8,91.47,NORMAL,ALLOW
18.44,13,91.92,65.03,59.22,18.31,HIGH_RISK,DENY
72.0,4,29.86,35.94,31.06,59.52,SUSPICIOUS,LIMITED
86.89,1,2.67,0.93,0.19,87.97,NORMAL,ALLOW
51.82,3,30.06,53.6,48.45,56.83,SUSPICIOUS,LIMITED
22.49,12,60.93,81.4,61.91,27.82,HIGH_RISK,DENY
96.13,0,1.58,5.02,4.33,84.78,NORMAL,ALLOW
50.64,3,22.06,22.65,49.69,64.57,SUSPICIOUS,LIMITED
22.06,10,59.01,68.86,89.97,10.9,HIGH_RISK,DENY
14.48,10,88.34,91.82,87.38,11.28,HIGH_RISK,DENY
47.81,4,25.27,39.79,51.56,59.83,SUSPICIOUS,LIMITED
91.8,0,4.84,2.74,1.11,90.35,NORMAL,ALLOW
52.11,2,29.07,49.14,39.69,62.79,SUSPICIOUS,LIMITED
89.13,0,5.65,0.1,4.02,100.0,NORMAL,ALLOW
52.52,4,28.74,49.19,32.22,63.03,SUSPICIOUS,LIMITED
89.49,0,3.89,18.0,1.13,98.17,NORMAL,ALLOW
92.12,0,4.17,2.89,10.13,92.69,NORMAL,ALLOW
81.81,0,6.5,3.18,2.54,92.41,NORMAL,ALLOW
48.23,4,32.22,47.02,60.14,54.62,SUSPICIOUS,LIMITED
56.33,2,35.14,45.36,37.08,54.49,SUSPICIOUS,LIMITED
44.5,3,27.76,47.48,52.39,48.63,SUSPICIOUS,LIMITED
89.77,0,6.43,0.25,2.77,90.35,NORMAL,ALLOW
87.17,0,3.86,0.87,0.36,82.96,NORMAL,ALLOW
14.46,6,81.67,80.48,89.05,17.9,HIGH_RISK,DENY
14.43,10,61.56,83.4,76.85,13.91,HIGH_RISK,DENY
57.19,2,28.72,53.33,52.64,61.43,SUSPICIOUS,LIMITED
26.09,7,107.79,82.24,81.54,29.31,HIGH_RISK,DENY
9.31,6,86.81,88.87,76.41,9.86,HIGH_RISK,DENY
15.12,11,90.16,80.39,71.45,18.53,HIGH_RISK,DENY
92.98,2,3.92,3.99,3.54,100.0,NORMAL,ALLOW
52.7,2,24.91,61.04,26.33,72.0,SUSPICIOUS,LIMITED
38.0,6,25.53,36.06,31.84,51.02,SUSPICIOUS,LIMITED
91.63,1,3.03,14.15,2.13,87.65,NORMAL,ALLOW
47.78,6,14.0,68.0,46.24,72.0,SUSPICIOUS,LIMITED
50.8,2,33.08,30.98,59.98,57.08,SUSPICIOUS,LIMITED
18.9,11,79.45,86.17,93.96,31.58,HIGH_RISK,DENY
11.93,11,81.28,87.38,84.58,19.77,HIGH_RISK,DENY
47.83,3,19.77,44.11,33.62,43.9,SUSPICIOUS,LIMITED
7.89,13,77.75,97.9,79.86,13.96,HIGH_RISK,DENY
38.0,5,21.04,48.03,49.09,54.74,SUSPICIOUS,LIMITED
38.42,5,25.2,39.91,33.94,62.72,SUSPICIOUS,LIMITED
51.15,2,17.74,52.4,38.82,60.11,SUSPICIOUS,LIMITED
51.61,4,28.03,46.36,33.28,60.13,SUSPICIOUS,LIMITED
6.72,10,98.54,78.91,75.29,18.75,HIGH_RISK,DENY
16.27,9,91.79,83.85,94.64,20.38,HIGH_RISK,DENY
17.62,12,84.91,88.42,78.2,23.74,HIGH_RISK,DENY
87.05,0,6.4,0.21,1.85,84.08,NORMAL,ALLOW
18.18,9,98.4,83.56,86.39,16.77,HIGH_RISK,DENY
10.42,6,65.25,88.34,94.27,14.8,HIGH_RISK,DENY
90.2,0,3.81,5.22,1.59,94.09,NORMAL,ALLOW
19.04,8,78.76,82.51,62.72,21.42,HIGH_RISK,DENY
49.17,4,24.17,46.8,59.7,64.56,SUSPICIOUS,LIMITED
67.48,2,40.95,43.61,56.53,63.62,SUSPICIOUS,LIMITED
86.99,0,5.11,3.03,0.17,91.75,NORMAL,ALLOW
49.54,5,32.86,37.16,35.65,44.29,SUSPICIOUS,LIMITED
48.95,3,30.75,34.92,65.36,67.61,SUSPICIOUS,LIMITED
89.38,1,6.5,4.68,0.78,91.31,NORMAL,ALLOW
89.39,0,4.99,2.96,3.56,95.85,NORMAL,ALLOW
4.44,11,81.79,90.63,74.5,28.76,HIGH_RISK,DENY
20.01,6,74.46,80.07,75.42,28.29,HIGH_RISK,DENY
15.48,9,94.9,80.85,88.08,19.57,HIGH_RISK,DENY
91.98,0,4.55,7.91,5.39,91.77,NORMAL,ALLOW
54.3,5,29.35,52.92,34.64,64.91,SUSPICIOUS,LIMITED
5.73,11,85.0,98.15,93.8,30.12,HIGH_RISK,DENY
47.11,6,39.55,53.04,33.04,70.35,SUSPICIOUS,LIMITED
93.14,0,1.0,0.76,0.15,89.91,NORMAL,ALLOW
90.82,0,4.32,4.7,2.13,81.14,NORMAL,ALLOW
16.1,9,81.49,89.83,84.0,18.41,HIGH_RISK,DENY
91.46,0,4.77,3.11,0.28,85.17,NORMAL,ALLOW
21.67,7,111.66,81.55,76.68,26.26,HIGH_RISK,DENY
93.16,1,5.04,5.26,1.9,94.59,NORMAL,ALLOW
20.75,11,91.75,95.69,78.0,20.4,HIGH_RISK,DENY
92.34,0,1.52,0.34,8.05,97.4,NORMAL,ALLOW
91.52,0,4.38,0.51,5.99,94.53,NORMAL,ALLOW
16.82,10,50.39,92.42,78.0,15.44,HIGH_RISK,DENY
89.68,0,4.3,0.35,0.04,88.57,NORMAL,ALLOW
24.74,6,68.78,92.57,75.71,34.11,HIGH_RISK,DENY
61.87,2,26.49,58.77,57.88,50.66,SUSPICIOUS,LIMITED
85.62,0,8.87,6.74,2.14,86.36,NORMAL,ALLOW
22.87,6,96.45,93.56,88.15,28.79,HIGH_RISK,DENY
90.04,0,7.12,5.55,0.38,93.62,NORMAL,ALLOW
89.48,1,3.81,2.31,3.71,93.9,NORMAL,ALLOW
61.28,2,20.46,50.59,46.01,57.83,SUSPICIOUS,LIMITED
14.43,13,112.71,77.1,76.03,23.75,HIGH_RISK,DENY
53.45,4,39.13,28.85,55.38,49.26,SUSPICIOUS,LIMITED
12.59,13,95.6,78.31,100.0,13.6,HIGH_RISK,DENY
46.49,4,26.84,48.96,34.52,50.25,SUSPICIOUS,LIMITED
42.59,4,20.21,27.28,42.66,66.15,SUSPICIOUS,LIMITED
94.5,0,4.16,6.93,0.62,89.15,NORMAL,ALLOW
38.0,3,21.14,49.77,36.83,56.39,SUSPICIOUS,LIMITED
63.03,2,20.91,49.45,55.93,61.53,SUSPICIOUS,LIMITED
90.79,0,4.26,0.1,0.77,89.41,NORMAL,ALLOW
52.97,2,26.28,52.52,25.53,62.57,SUSPICIOUS,LIMITED
92.34,2,6.04,8.11,4.15,85.68,NORMAL,ALLOW
92.66,1,4.23,2.15,11.25,95.48,NORMAL,ALLOW
21.46,7,115.96,94.65,83.71,33.06,HIGH_RISK,DENY
93.56,1,2.64,0.86,3.03,92.74,NORMAL,ALLOW
20.97,10,78.96,84.94,78.61,27.94,HIGH_RISK,DENY
23.71,11,89.54,84.14,69.08,31.77,HIGH_RISK,DENY
60.94,3,25.34,46.11,29.97,54.01,SUSPICIOUS,LIMITED
15.66,15,77.74,93.84,80.14,19.87,HIGH_RISK,DENY
46.05,2,38.5,52.27,41.56,60.11,SUSPICIOUS,LIMITED
43.21,2,25.3,41.73,45.45,49.01,SUSPICIOUS,LIMITED
50.67,6,44.0,46.76,35.88,57.85,SUSPICIOUS,LIMITED
3.45,13,89.82,91.07,86.03,18.78,HIGH_RISK,DENY
50.54,2,23.52,41.31,37.89,54.24,SUSPICIOUS,LIMITED
89.41,0,3.67,1.0,0.56,97.15,NORMAL,ALLOW
64.2,2,19.13,40.2,54.44,62.68,SUSPICIOUS,LIMITED
16.57,8,96.68,85.72,74.59,20.13,HIGH_RISK,DENY
67.73,6,29.39,40.68,55.33,58.27,SUSPICIOUS,LIMITED
14.76,8,70.93,86.88,69.38,23.07,HIGH_RISK,DENY
21.62,6,76.75,86.39,78.89,33.72,HIGH_RISK,DENY
61.41,3,25.57,59.24,58.65,66.5,SUSPICIOUS,LIMITED
49.2,3,19.49,63.2,38.12,52.96,SUSPICIOUS,LIMITED
92.65,1,5.39,0.0,0.68,95.42,NORMAL,ALLOW
67.69,2,15.86,35.13,41.69,72.0,SUSPICIOUS,LIMITED
13.68,6,84.35,96.63,83.99,22.76,HIGH_RISK,DENY
17.83,6,57.41,86.42,75.67,6.31,HIGH_RISK,DENY
42.18,2,27.93,49.65,56.51,61.4,SUSPICIOUS,LIMITED
7.86,6,72.47,74.92,81.97,31.21,HIGH_RISK,DENY
92.34,1,3.63,0.7,5.48,93.33,NORMAL,ALLOW
90.5,0,1.15,6.39,0.35,93.48,NORMAL,ALLOW
9.85,12,114.6,85.28,100.0,21.86,HIGH_RISK,DENY
92.85,1,6.06,0.49,0.68,97.14,NORMAL,ALLOW
54.55,4,32.51,53.25,34.66,43.56,SUSPICIOUS,LIMITED
57.15,3,22.63,45.88,48.99,67.98,SUSPICIOUS,LIMITED
23.68,6,95.52,80.61,69.83,23.86,HIGH_RISK,DENY
8.98,10,101.24,92.95,76.56,16.41,HIGH_RISK,DENY
53.86,3,20.39,45.28,32.7,63.7,SUSPICIOUS,LIMITED
51.09,3,33.31,54.89,54.19,58.05,SUSPICIOUS,LIMITED
58.19,2,31.29,55.62,30.07,59.05,SUSPICIOUS,LIMITED
3.02,9,98.66,82.84,77.25,33.47,HIGH_RISK,DENY
21.41,9,96.04,86.46,71.22,38.0,HIGH_RISK,DENY
88.16,1,5.54,1.27,2.42,90.72,NORMAL,ALLOW
49.25,2,42.18,53.51,31.68,55.03,SUSPICIOUS,LIMITED
88.61,0,4.58,0.29,5.05,91.81,NORMAL,ALLOW
1.55,12,72.23,82.66,81.45,21.81,HIGH_RISK,DENY
23.17,6,76.43,79.46,100.0,19.67,HIGH_RISK,DENY
46.01,4,26.28,37.34,60.25,52.3,SUSPICIOUS,LIMITED
57.45,3,30.42,50.91,36.83,67.5,SUSPICIOUS,LIMITED
18.1,8,81.56,81.76,79.56,11.11,HIGH_RISK,DENY
53.15,2,19.32,56.8,32.83,61.67,SUSPICIOUS,LIMITED
3.87,8,80.57,75.12,87.45,19.85,HIGH_RISK,DENY
14.99,7,105.6,85.56,71.99,18.98,HIGH_RISK,DENY
58.45,2,26.56,50.93,39.21,41.23,SUSPICIOUS,LIMITED
92.48,2,3.02,1.75,0.47,94.55,NORMAL,ALLOW
55.37,2,22.74,42.42,51.47,68.91,SUSPICIOUS,LIMITED
7.56,16,54.14,85.48,63.44,13.2,HIGH_RISK,DENY
12.37,11,113.11,79.49,87.22,22.1,HIGH_RISK,DENY
47.11,4,16.02,32.01,18.0,52.44,SUSPICIOUS,LIMITED
61.66,2,19.65,37.27,41.61,63.71,SUSPICIOUS,LIMITED
87.37,0,5.0,3.04,0.54,94.62,NORMAL,ALLOW
14.15,8,102.7,69.82,71.45,27.27,HIGH_RISK,DENY
20.88,6,110.14,77.78,84.52,16.24,HIGH_RISK,DENY
94.22,0,6.59,5.24,0.18,90.98,NORMAL,ALLOW
90.03,1,1.62,6.1,5.53,85.69,NORMAL,ALLOW
23.18,11,106.74,94.27,65.48,15.85,HIGH_RISK,DENY
96.07,0,9.56,3.75,1.57,91.11,NORMAL,ALLOW
57.49,3,21.86,53.77,50.88,51.49,SUSPICIOUS,LIMITED
44.7,6,25.69,43.35,53.3,58.24,SUSPICIOUS,LIMITED
42.04,6,18.92,41.56,40.83,44.07,SUSPICIOUS,LIMITED
91.35,0,8.61,0.32,0.64,91.01,NORMAL,ALLOW
86.47,0,1.47,4.82,0.97,92.07,NORMAL,ALLOW
28.61,8,96.57,90.28,82.69,12.79,HIGH_RISK,DENY
21.55,13,82.92,81.99,73.56,33.73,HIGH_RISK,DENY
93.97,1,1.0,1.61,0.14,89.7,NORMAL,ALLOW
92.3,0,6.23,3.63,6.19,96.41,NORMAL,ALLOW
83.69,1,3.64,15.48,1.23,86.23,NORMAL,ALLOW
89.64,0,1.46,0.51,1.98,90.92,NORMAL,ALLOW
95.72,0,2.09,2.05,6.31,92.34,NORMAL,ALLOW
14.87,11,78.1,85.26,75.45,24.55,HIGH_RISK,DENY
25.77,15,107.93,91.46,72.34,19.99,HIGH_RISK,DENY
52.15,4,33.06,41.86,53.83,65.89,SUSPICIOUS,LIMITED
21.0,12,72.31,73.3,77.33,27.65,HIGH_RISK,DENY
55.47,3,14.0,45.64,61.12,60.47,SUSPICIOUS,LIMITED
16.17,13,64.56,80.54,82.69,30.03,HIGH_RISK,DENY
93.45,0,5.43,3.41,0.91,90.88,NORMAL,ALLOW
85.77,0,5.9,3.62,0.55,92.07,NORMAL,ALLOW
56.87,6,24.93,44.3,30.56,49.89,SUSPICIOUS,LIMITED
84.37,0,6.24,3.23,1.77,97.42,NORMAL,ALLOW
13.5,9,64.65,94.12,57.44,26.52,HIGH_RISK,DENY
60.7,4,44.4,54.12,41.21,72.0,SUSPICIOUS,LIMITED
86.16,0,5.81,0.75,5.67,89.71,NORMAL,ALLOW
90.64,0,2.76,4.47,5.31,88.32,NORMAL,ALLOW
58.3,5,37.2,40.61,36.5,62.93,SUSPICIOUS,LIMITED
99.62,0,7.95,0.26,0.28,88.12,NORMAL,ALLOW
78.9,2,4.7,3.39,1.24,89.53,NORMAL,ALLOW
49.62,6,29.12,44.32,42.28,47.85,SUSPICIOUS,LIMITED
95.79,0,4.97,0.67,1.25,91.29,NORMAL,ALLOW
90.83,1,5.25,6.62,2.19,92.88,NORMAL,ALLOW
46.48,6,28.99,58.74,28.01,65.37,SUSPICIOUS,LIMITED
92.97,0,7.3,0.25,0.74,91.15,NORMAL,ALLOW
88.42,0,6.82,2.72,2.32,86.54,NORMAL,ALLOW
53.52,2,22.12,34.63,33.56,69.52,SUSPICIOUS,LIMITED
94.52,0,5.46,4.28,0.83,91.92,NORMAL,ALLOW
28.55,14,118.33,82.77,80.33,29.46,HIGH_RISK,DENY
45.55,3,31.85,50.66,42.18,59.7,SUSPICIOUS,LIMITED
5.89,8,82.93,76.78,64.82,25.53,HIGH_RISK,DENY
52.78,2,25.3,52.77,35.57,50.11,SUSPICIOUS,LIMITED
66.99,6,29.0,44.37,36.01,67.51,SUSPICIOUS,LIMITED
21.38,11,69.76,92.68,93.07,19.96,HIGH_RISK,DENY
19.26,7,69.28,88.93,83.71,21.15,HIGH_RISK,DENY
16.41,9,119.56,84.98,79.63,19.83,HIGH_RISK,DENY
68.3,2,34.0,39.3,47.48,61.07,SUSPICIOUS,LIMITED
19.87,10,83.99,82.99,61.61,22.04,HIGH_RISK,DENY
45.7,3,38.41,39.73,36.95,51.27,SUSPICIOUS,LIMITED
49.43,6,23.66,55.44,43.62,48.27,SUSPICIOUS,LIMITED
51.27,2,35.63,42.75,40.05,51.44,SUSPICIOUS,LIMITED
39.01,3,17.57,54.32,36.58,64.14,SUSPICIOUS,LIMITED
100.0,0,6.79,12.65,1.93,96.04,NORMAL,ALLOW
15.72,6,105.91,86.92,82.71,14.9,HIGH_RISK,DENY
50.91,6,20.04,50.59,42.01,47.37,SUSPICIOUS,LIMITED
82.41,1,4.43,2.67,3.4,94.1,NORMAL,ALLOW
15.23,11,91.18,94.53,65.01,10.78,HIGH_RISK,DENY
40.63,3,27.65,43.48,26.58,72.0,SUSPICIOUS,LIMITED
18.61,11,85.88,94.84,65.48,21.64,HIGH_RISK,DENY
92.23,0,6.4,0.72,3.68,95.43,NORMAL,ALLOW
91.64,0,2.37,0.82,7.2,94.76,NORMAL,ALLOW
18.74,7,82.39,82.85,76.93,0.0,HIGH_RISK,DENY
15.55,13,99.17,92.47,91.38,21.97,HIGH_RISK,DENY
16.51,13,61.9,86.17,81.44,10.51,HIGH_RISK,DENY
87.7,0,6.01,3.61,1.99,96.14,NORMAL,ALLOW
100.0,0,9.91,2.78,2.78,85.24,NORMAL,ALLOW
25.44,10,113.73,84.05,74.04,18.2,HIGH_RISK,DENY
48.08,3,22.51,53.17,30.87,40.29,SUSPICIOUS,LIMITED
10.8,11,65.37,86.85,71.57,12.92,HIGH_RISK,DENY
43.17,3,24.52,56.13,56.73,63.57,SUSPICIOUS,LIMITED
9.02,7,82.46,86.93,78.08,8.98,HIGH_RISK,DENY
4.55,9,105.83,76.87,72.79,23.57,HIGH_RISK,DENY
11.47,16,63.29,67.51,82.94,18.03,HIGH_RISK,DENY
88.22,0,5.76,2.12,3.3,89.62,NORMAL,ALLOW
40.93,2,31.57,50.53,34.72,66.7,SUSPICIOUS,LIMITED
9.0,11,91.67,88.5,78.02,14.41,HIGH_RISK,DENY
27.62,9,75.01,100.0,94.0,28.35,HIGH_RISK,DENY
19.05,12,113.79,88.67,82.73,14.43,HIGH_RISK,DENY
69.14,6,42.27,54.46,40.46,59.65,SUSPICIOUS,LIMITED
89.77,0,5.55,8.05,3.65,98.61,NORMAL,ALLOW
72.0,2,19.32,42.64,41.16,50.67,SUSPICIOUS,LIMITED
58.27,2,28.52,49.73,45.91,53.82,SUSPICIOUS,LIMITED
41.75,4,40.21,41.65,28.89,72.0,SUSPICIOUS,LIMITED
89.55,0,6.22,1.63,2.03,83.86,NORMAL,ALLOW
45.71,6,27.43,59.19,35.47,65.72,SUSPICIOUS,LIMITED
19.36,7,62.62,88.83,69.69,23.79,HIGH_RISK,DENY
95.45,0,4.61,2.26,0.02,94.59,NORMAL,ALLOW
24.01,14,110.42,86.31,100.0,17.8,HIGH_RISK,DENY
93.88,0,6.97,2.17,0.15,93.74,NORMAL,ALLOW
98.83,0,5.44,0.23,1.69,94.4,NORMAL,ALLOW
82.98,0,8.95,0.94,7.68,86.91,NORMAL,ALLOW
91.08,0,6.2,8.59,5.25,94.51,NORMAL,ALLOW
96.66,0,1.0,0.77,0.7,80.85,NORMAL,ALLOW
85.55,0,1.63,8.27,1.77,92.38,NORMAL,ALLOW
95.74,0,4.0,10.86,0.12,96.31,NORMAL,ALLOW
15.99,11,103.56,83.73,81.6,19.07,HIGH_RISK,DENY
52.95,6,25.18,40.12,55.56,43.58,SUSPICIOUS,LIMITED
19.5,10,95.95,75.86,80.25,22.99,HIGH_RISK,DENY
99.97,0,6.8,2.89,2.88,89.88,NORMAL,ALLOW
16.55,14,84.34,78.14,62.12,0.0,HIGH_RISK,DENY
62.08,6,24.63,47.98,31.17,55.84,SUSPICIOUS,LIMITED
59.25,4,23.75,52.7,46.17,67.91,SUSPICIOUS,LIMITED
87.87,0,4.96,0.68,0.66,94.05,NORMAL,ALLOW
97.29,0,5.63,7.86,4.36,96.73,NORMAL,ALLOW
100.0,0,4.04,2.52,5.87,87.77,NORMAL,ALLOW
65.2,4,30.82,36.62,41.87,52.51,SUSPICIOUS,LIMITED
48.03,4,31.53,47.51,25.17,72.0,SUSPICIOUS,LIMITED
21.81,11,83.05,81.7,100.0,28.6,HIGH_RISK,DENY
50.19,6,21.34,47.72,44.47,49.97,SUSPICIOUS,LIMITED
42.36,4,19.2,44.91,28.57,39.8,SUSPICIOUS,LIMITED
53.84,5,20.84,48.38,58.87,70.69,SUSPICIOUS,LIMITED
54.25,3,34.65,57.74,37.53,51.18,SUSPICIOUS,LIMITED
94.85,0,6.95,18.0,1.28,95.02,NORMAL,ALLOW
63.42,2,28.53,45.82,43.64,57.23,SUSPICIOUS,LIMITED
21.04,8,56.33,87.35,76.2,38.0,HIGH_RISK,DENY
98.78,0,7.28,3.25,8.09,80.9,NORMAL,ALLOW
49.2,2,21.85,44.09,29.9,65.87,SUSPICIOUS,LIMITED
26.01,11,107.61,88.39,77.82,13.78,HIGH_RISK,DENY
89.6,1,7.78,1.04,4.1,97.87,NORMAL,ALLOW
16.39,9,71.52,100.0,64.01,22.64,HIGH_RISK,DENY
81.63,0,5.53,3.12,1.71,91.89,NORMAL,ALLOW
88.49,1,1.3,6.29,3.11,92.54,NORMAL,ALLOW
90.73,1,4.85,0.54,3.09,91.15,NORMAL,ALLOW
56.47,2,24.58,45.23,48.96,46.24,SUSPICIOUS,LIMITED
92.57,0,1.0,1.78,7.2,90.42,NORMAL,ALLOW
59.91,5,27.51,36.85,22.18,56.22,SUSPICIOUS,LIMITED
87.86,1,8.28,6.96,0.25,96.79,NORMAL,ALLOW
87.92,0,5.7,1.32,4.04,95.92,NORMAL,ALLOW
63.7,4,27.3,34.18,51.76,68.52,SUSPICIOUS,LIMITED
51.93,2,18.13,50.63,33.6,53.16,SUSPICIOUS,LIMITED
18.22,6,102.01,83.69,54.29,12.21,HIGH_RISK,DENY
89.12,0,1.97,0.62,1.89,94.4,NORMAL,ALLOW
17.28,8,58.9,89.41,79.34,26.42,HIGH_RISK,DENY
10.14,9,90.56,84.63,73.76,5.67,HIGH_RISK,DENY
91.42,0,4.78,5.41,11.26,90.25,NORMAL,ALLOW
18.39,7,115.36,75.65,84.05,27.59,HIGH_RISK,DENY
85.11,0,6.76,9.39,3.81,93.05,NORMAL,ALLOW
49.48,3,28.35,54.35,41.87,42.55,SUSPICIOUS,LIMITED
14.85,6,119.97,85.08,50.0,17.46,HIGH_RISK,DENY
93.81,0,7.2,0.99,4.17,82.32,NORMAL,ALLOW
51.14,3,31.65,40.61,70.0,53.73,SUSPICIOUS,LIMITED
17.13,8,60.35,70.19,65.46,22.72,HIGH_RISK,DENY
15.22,6,113.43,85.58,60.27,12.62,HIGH_RISK,DENY
90.39,0,5.53,0.47,0.36,87.32,NORMAL,ALLOW
91.8,0,4.88,2.32,0.27,89.93,NORMAL,ALLOW
11.11,8,86.51,95.96,76.49,23.68,HIGH_RISK,DENY
18.28,7,84.54,82.56,80.82,22.4,HIGH_RISK,DENY
87.71,1,10.34,2.02,4.47,84.09,NORMAL,ALLOW
86.35,0,4.15,1.29,0.81,90.12,NORMAL,ALLOW
60.43,2,32.87,47.13,37.38,65.5,SUSPICIOUS,LIMITED
13.92,14,90.63,88.43,83.75,15.38,HIGH_RISK,DENY
94.06,0,7.78,4.54,0.23,100.0,NORMAL,ALLOW
100.0,1,7.33,6.46,1.62,93.78,NORMAL,ALLOW
56.39,4,38.76,46.44,53.24,56.48,SUSPICIOUS,LIMITED
14.57,11,142.46,100.0,60.76,21.23,HIGH_RISK,DENY
93.83,0,1.0,1.02,3.27,87.77,NORMAL,ALLOW
49.41,3,17.82,63.73,33.69,55.91,SUSPICIOUS,LIMITED
23.95,13,106.07,81.71,74.41,26.13,HIGH_RISK,DENY
38.0,3,27.85,66.83,49.35,57.04,SUSPICIOUS,LIMITED
9.3,9,112.12,77.74,55.1,22.84,HIGH_RISK,DENY
19.32,11,72.87,89.58,99.57,10.61,HIGH_RISK,DENY
99.51,0,4.21,14.57,1.93,95.78,NORMAL,ALLOW
34.0,13,70.13,91.85,94.36,9.01,HIGH_RISK,DENY
95.85,1,7.45,0.38,3.62,96.85,NORMAL,ALLOW
21.37,6,97.71,91.92,90.52,15.49,HIGH_RISK,DENY
13.97,6,113.24,92.29,85.51,34.51,HIGH_RISK,DENY
58.17,6,24.28,27.76,42.48,50.09,SUSPICIOUS,LIMITED
100.0,0,7.25,2.27,1.68,88.54,NORMAL,ALLOW
96.75,0,3.16,18.0,0.15,87.03,NORMAL,ALLOW
95.17,0,5.61,9.31,1.55,81.9,NORMAL,ALLOW
20.21,7,77.87,88.47,69.58,21.61,HIGH_RISK,DENY
61.19,3,30.94,52.5,28.24,61.9,SUSPICIOUS,LIMITED
84.85,0,4.33,16.43,0.63,98.95,NORMAL,ALLOW
95.54,0,1.0,2.59,1.94,91.38,NORMAL,ALLOW
10.95,12,79.73,78.95,88.15,20.79,HIGH_RISK,DENY
85.1,0,4.6,4.94,3.69,87.98,NORMAL,ALLOW
90.14,0,6.04,0.23,0.6,91.07,NORMAL,ALLOW
94.02,0,11.07,0.44,1.42,98.31,NORMAL,ALLOW
17.24,8,115.93,72.12,83.04,24.76,HIGH_RISK,DENY
55.09,2,19.03,46.22,50.19,63.45,SUSPICIOUS,LIMITED
22.02,14,84.75,88.44,78.39,29.37,HIGH_RISK,DENY
18.53,11,76.35,91.56,60.6,16.05,HIGH_RISK,DENY
24.29,11,91.6,73.73,74.6,34.61,HIGH_RISK,DENY
10.45,10,95.5,87.81,69.63,25.53,HIGH_RISK,DENY
24.93,6,77.17,85.6,97.68,19.4,HIGH_RISK,DENY
89.43,0,2.34,6.8,2.4,91.69,NORMAL,ALLOW
49.64,2,18.42,42.85,36.48,70.81,SUSPICIOUS,LIMITED
92.57,1,4.27,1.66,3.58,85.04,NORMAL,ALLOW
9.0,14,50.34,75.64,68.16,12.65,HIGH_RISK,DENY
23.87,9,92.04,93.45,57.6,24.77,HIGH_RISK,DENY
6.72,10,71.27,82.0,83.29,22.74,HIGH_RISK,DENY
52.53,4,19.83,54.8,59.49,65.8,SUSPICIOUS,LIMITED
51.08,4,16.21,28.54,48.1,48.63,SUSPICIOUS,LIMITED
99.39,0,2.6,6.36,1.08,84.24,NORMAL,ALLOW
14.44,12,75.78,85.59,99.52,28.02,HIGH_RISK,DENY
38.76,6,20.33,64.66,35.5,51.14,SUSPICIOUS,LIMITED
57.95,2,29.35,47.6,46.59,69.7,SUSPICIOUS,LIMITED
54.88,3,15.7,58.38,49.59,58.22,SUSPICIOUS,LIMITED
3.03,7,66.8,80.01,83.56,23.81,HIGH_RISK,DENY
90.75,0,5.89,1.99,3.68,100.0,NORMAL,ALLOW
87.11,0,5.55,3.25,0.27,91.38,NORMAL,ALLOW
89.75,1,1.48,5.66,1.25,93.4,NORMAL,ALLOW
88.2,0,7.17,11.73,9.11,85.65,NORMAL,ALLOW
20.4,10,103.12,85.39,87.07,24.27,HIGH_RISK,DENY
6.35,14,85.33,98.61,84.85,18.47,HIGH_RISK,DENY
47.3,3,25.62,64.93,39.82,60.08,SUSPICIOUS,LIMITED
15.64,7,71.0,84.33,75.29,28.63,HIGH_RISK,DENY
95.55,0,5.67,3.5,1.53,95.72,NORMAL,ALLOW
52.65,2,30.22,40.96,54.66,64.58,SUSPICIOUS,LIMITED
86.47,0,7.13,1.86,1.56,90.3,NORMAL,ALLOW
88.81,0,2.73,0.41,2.54,95.0,NORMAL,ALLOW
7.97,8,116.21,92.77,95.35,9.67,HIGH_RISK,DENY
28.24,12,60.37,80.05,66.48,15.64,HIGH_RISK,DENY
